"Pacific.blue"	"Alexa"	"APC"
936	750	530
1966	811	428
1123	780	1020
3008	1018	1948
776	882	2720
784	766	1998
2705	357	1945
3217	826	572
1551	718	432
2153	709	1975
3024	845	2428
2712	639	1819
2033	726	451
649	656	1737
2605	912	2515
862	768	1866
437	616	2240
2066	734	1816
2710	583	2500
3108	1096	2525
3060	898	2476
2172	789	537
817	685	357
1700	717	2691
857	642	353
864	900	1873
1333	664	2018
2530	687	237
3359	885	497
1689	552	2755
2617	374	1797
1403	745	1867
702	553	372
1332	451	398
1471	839	515
2115	693	2390
2083	563	473
1414	517	1823
2976	987	1300
1725	390	929
625	634	2326
1436	690	447
3213	138	1811
702	888	1983
768	639	379
2176	704	346
2254	721	1948
1030	783	2558
3108	390	443
1532	888	1561
1541	697	2602
2504	559	421
2080	660	2474
2031	546	2408
2599	856	1860
2190	613	615
774	771	1810
3341	790	2585
2446	484	251
3163	851	2518
713	702	1794
2109	414	2444
2579	296	342
1902	773	413
2043	610	1696
1151	654	1802
1614	608	2591
1965	652	276
3302	688	2036
2054	688	361
2219	642	1929
591	515	2318
589	544	2373
2675	634	2567
2102	549	428
2655	919	2582
2549	772	1658
2341	865	1338
1640	810	1949
2716	671	1958
1972	455	1741
784	704	421
2612	253	2458
1544	767	1955
2659	194	1764
2119	726	376
2555	455	2425
3153	823	1836
851	795	2813
2161	696	455
2664	564	436
625	609	2394
2881	843	2105
1391	795	447
1397	566	302
1404	649	2081
3033	1046	1515
1899	531	443
1949	615	1998
843	702	1932
589	665	1643
1787	967	2124
2646	779	2477
1656	790	2079
1547	779	2528
625	811	2571
2644	886	2002
2610	318	466
762	667	481
1875	793	458
2606	586	1749
1881	489	1717
2111	770	2550
1602	851	1975
2600	540	2403
741	821	2644
736	793	443
1338	662	1810
728	682	470
1998	504	511
2734	327	2037
727	628	1790
1250	710	563
1988	683	533
2163	640	2488
1212	607	436
1808	678	926
2592	520	2270
1494	650	1947
2622	399	507
3347	769	2010
3135	368	437
1920	770	1751
1936	563	284
2134	625	1832
2690	304	1842
2936	441	346
1270	638	368
1446	706	1605
2116	420	2393
1373	683	2035
2560	538	585
2653	405	1838
1387	774	368
2595	408	1869
1555	818	1804
1395	843	481
1730	780	2634
1631	814	1969
2209	777	488
2288	814	383
3241	838	526
753	616	368
1348	394	387
780	570	2649
663	613	1590
2695	284	1892
1004	790	2759
2786	471	432
1395	771	368
1377	655	379
3154	904	2480
760	721	1268
1947	857	1638
2116	756	2560
3087	737	1809
2063	593	2586
1554	803	552
834	686	2358
534	613	439
714	568	372
812	719	2357
2059	791	563
870	863	2596
1894	489	533
1883	565	439
1414	610	1777
2510	763	1788
1665	703	2621
2580	731	1862
3198	674	2490
3057	164	1621
2106	669	1800
2435	372	515
1887	438	432
734	557	2549
2659	608	1772
3017	510	373
425	758	1757
2516	411	262
412	612	313
2507	485	1498
1580	612	2485
2170	608	338
1519	649	2503
3200	812	557
2193	713	2543
820	743	436
1549	853	1758
1583	883	522
2185	808	1952
656	668	2508
511	787	406
2621	612	1793
2612	183	548
2704	903	1972
498	515	2479
2781	556	2656
1920	746	2348
2585	719	553
758	557	1643
2560	552	394
2620	690	596
848	722	2382
3165	830	1937
2160	587	1926
2575	410	2377
1583	762	545
2059	652	2442
2363	571	1148
2701	920	2005
1495	695	1979
2087	814	503
2739	564	346
1701	846	2131
1876	659	545
1795	723	1068
693	735	2436
3181	1034	2470
2639	509	241
1483	630	287
2512	537	1730
770	659	2022
3115	985	2327
1447	573	926
1264	613	1922
635	579	432
1719	850	2750
2549	788	481
674	648	1639
834	568	2457
2676	752	2495
2723	858	394
1652	768	2733
1103	739	1935
828	719	1931
1758	773	2706
3137	873	2554
736	698	1806
2238	857	1997
976	847	1859
1538	807	1987
1961	820	1737
622	745	1971
2991	915	346
1566	582	1789
1654	675	2712
1921	633	368
1022	670	477
1961	840	574
2149	773	2513
834	698	2311
2529	759	1748
2553	651	2442
561	804	511
2471	534	2320
2550	563	2324
2065	444	2366
735	611	1222
1411	670	432
801	629	618
3027	985	2450
2746	809	406
2706	724	1945
1143	450	1375
3170	744	2548
584	659	507
764	821	571
624	556	2458
2683	706	2235
3113	774	2484
1993	764	320
1500	779	2435
1390	521	258
718	745	1821
1835	848	2328
1564	869	1440
1566	733	2624
2558	618	2189
635	684	1941
2662	720	1886
1362	585	485
659	716	1937
475	761	2699
2517	507	424
823	739	2526
1027	764	409
2504	900	1732
2102	976	1761
3102	977	1753
1286	683	331
972	780	2592
2077	702	2542
818	722	1840
2062	653	1842
2123	753	2485
885	861	1794
738	705	428
1578	652	567
2989	669	2338
2549	629	2300
1414	688	1791
2284	604	1945
2188	702	1909
880	851	2569
2031	807	2467
2725	557	316
924	723	2566
614	723	2606
3034	1053	2332
2202	597	1812
1421	710	1353
1767	661	1842
1836	750	436
1899	584	255
1348	613	466
2656	718	481
1554	760	522
654	692	1953
1957	738	1794
3130	872	2571
2782	368	1953
649	741	455
1569	751	2629
2975	359	2209
830	812	2414
1405	519	1943
738	666	1599
1428	583	1727
2007	822	530
2056	668	2556
2567	707	2531
1501	523	462
2602	661	1857
2071	679	402
2101	420	2497
852	789	1812
3043	269	1511
523	566	346
1408	727	2478
894	718	2522
1459	676	1770
1621	715	1920
1745	974	1928
1620	701	2557
1608	737	443
2048	663	1847
808	812	417
606	703	1599
2568	792	503
2692	754	477
3249	1090	418
906	767	1864
1880	763	466
1548	791	1784
1791	865	2147
1921	768	2434
1361	687	436
848	725	1961
2721	496	2567
2655	451	458
3121	559	2428
2716	725	2494
2593	313	1897
1229	488	338
1612	784	2182
689	708	2401
1542	735	1665
1181	960	2620
1957	618	1626
2740	1043	2012
751	684	518
2637	757	2550
1614	811	2545
1619	772	492
809	779	2470
3168	668	2403
3140	436	2471
991	697	1961
802	531	1787
1431	702	1628
2289	570	1771
2535	423	443
926	825	477
1963	548	383
1736	805	2778
2579	757	2393
2157	869	530
1971	733	2412
2203	769	1779
1427	668	451
2059	690	2410
1612	690	2562
2670	816	1825
749	612	2572
1990	549	413
1202	724	518
1534	536	1900
2622	541	368
1439	653	458
1141	653	515
1333	664	1814
2499	856	496
603	630	2489
2220	745	2037
3070	1017	1824
2722	836	1934
775	753	1783
2066	558	2434
816	775	2596
1021	768	2699
1960	549	353
1600	631	2757
1279	701	496
2045	573	1712
2256	704	593
853	735	1924
2553	680	361
922	776	545
2160	538	1803
2469	888	665
2125	774	589
711	744	1924
3010	947	1665
3175	649	538
2099	674	402
686	695	1395
2568	274	2402
883	771	1849
2739	1013	2065
1347	692	413
738	731	387
2585	196	2561
1326	644	496
1741	804	560
1548	694	2031
1543	714	2568
2516	577	2360
1442	654	2595
778	705	458
2480	756	571
1954	715	2363
1487	553	493
1599	513	1920
1990	568	424
769	592	511
1540	803	1908
2592	905	507
2075	571	1936
2045	670	424
2781	370	369
2693	952	2604
814	690	2535
2581	177	409
1520	824	2006
1697	669	2652
611	464	2317
2006	380	376
1638	685	1755
2680	543	234
990	872	372
2200	660	2551
399	578	1531
1952	777	324
2816	778	2097
1480	645	1842
979	763	349
2590	856	622
2138	786	2528
659	870	2061
1740	1005	2794
1392	734	1971
1608	922	417
892	730	1852
2576	466	477
550	645	1849
1864	691	342
3156	707	2488
499	740	432
1560	771	320
2000	521	2344
2117	868	548
2030	745	522
1973	711	444
1926	557	1582
1380	606	2395
3042	856	1691
918	855	2561
2093	641	1802
1266	669	1745
691	680	1804
1001	602	2330
1399	390	402
2707	497	1895
2255	740	2542
1542	879	585
2591	1030	1861
2577	601	1799
2758	773	413
3180	1094	2485
693	691	526
2568	364	1727
2186	911	1945
2168	606	2648
889	762	526
1254	573	372
679	584	2399
2715	800	1760
2530	546	443
1734	545	2679
1375	591	387
2186	562	1913
2019	572	398
2079	602	1647
1458	636	929
1349	705	526
3222	722	1927
2011	661	2324
1765	808	1764
754	651	1836
1477	725	1946
3095	936	1736
1489	720	376
2324	806	1207
2875	549	1060
1626	681	1474
1420	639	481
2134	786	2412
1523	868	2627
1852	769	1997
1390	589	1138
2522	441	1723
1002	708	1999
764	709	2562
1122	879	560
2098	680	383
1879	737	2333
2686	548	523
893	578	335
1446	599	2498
1340	579	443
2140	804	2264
1395	631	413
2775	804	2087
2595	817	522
1910	632	1661
2525	492	1756
2600	924	1867
2654	664	1786
2083	471	2530
2113	510	1828
1521	722	1960
2618	955	1832
1629	728	1877
1439	659	2644
1460	696	2678
2223	560	1984
768	594	2512
1901	815	1329
2668	691	1898
3254	813	1936
3175	893	1668
2108	722	436
982	766	2016
3195	764	2535
2184	724	571
2119	791	2547
2733	664	563
2054	636	515
1919	699	428
977	806	2685
2163	849	2674
2695	436	1838
2652	350	1750
1635	560	2579
2503	946	596
982	871	2595
1504	604	2772
2692	115	2456
903	874	2044
3123	834	2412
3050	931	391
563	673	1654
829	707	1764
1901	710	574
2544	648	436
2868	482	1203
1992	662	1593
2676	356	1736
3115	894	1833
786	747	2286
877	680	372
2210	657	2573
937	839	2321
743	768	481
3087	804	1719
2090	588	1933
1636	947	2796
1555	596	2543
2588	597	1875
1964	673	2129
1549	624	1890
845	861	2391
2124	482	2377
2664	737	552
1392	659	417
1657	681	533
705	675	507
1396	789	530
2760	953	2557
2734	598	1906
3085	506	500
1888	392	1068
993	686	485
3102	1068	2452
1536	673	2624
1410	730	2542
2006	734	2432
2703	834	1741
2671	726	428
659	894	1940
3078	564	482
1953	707	1726
1540	700	432
1886	596	2272
1535	717	2544
1590	678	2491
785	808	1829
2595	874	2358
699	681	421
583	594	1821
834	850	2383
2684	451	2499
2161	629	2537
2623	547	2386
1803	851	2080
2756	727	1047
2626	564	1863
3072	509	1784
821	846	2656
2672	158	1760
1957	416	500
2085	379	1385
3176	854	2026
2633	678	1865
1861	720	508
2073	703	1908
505	572	2442
1231	739	342
1536	750	1824
2605	555	2472
1632	702	2646
960	807	1692
2619	490	2466
2735	784	1874
781	600	2415
2696	478	2614
558	658	2474
767	710	985
793	613	2376
881	796	2568
1343	728	368
825	834	2004
1212	581	368
2051	529	251
790	774	1831
2109	889	1848
1642	798	2012
1858	778	458
1593	866	458
3044	781	501
1981	433	470
1576	674	636
748	805	2485
1360	517	447
2045	779	507
952	860	2733
2678	678	432
878	813	2645
2699	180	1858
1297	729	1744
2495	605	2413
2001	715	458
1520	571	533
1549	780	1900
2763	524	413
1516	600	987
3309	739	2607
1333	710	1817
1189	793	1757
2604	693	1859
2228	904	364
811	539	1904
3260	898	1828
1477	705	658
2180	622	575
1587	792	548
2661	786	585
925	720	1858
796	874	615
2006	405	2356
1573	624	1891
3079	698	526
1081	347	309
3197	328	1658
2237	449	2560
2668	721	492
2142	855	1958
1825	695	2723
1726	766	2626
1533	759	2460
2693	902	1984
1212	537	439
736	645	2410
900	798	1987
2473	480	541
2571	841	1860
3148	212	511
890	753	2131
770	666	2577
1613	802	2599
2158	827	574
1331	620	387
2530	492	1579
2960	305	2265
2477	615	364
2543	545	2379
552	584	1654
3042	1038	1813
3143	553	1785
1558	798	1893
1592	906	424
593	682	1800
1394	583	2339
1918	666	421
2134	742	2546
1109	1013	2619
3111	761	1799
1320	669	994
1462	799	582
2528	707	1779
1880	643	511
2182	672	2413
1999	486	353
2661	736	2474
1325	618	406
1424	585	518
818	818	560
1295	627	2435
787	773	556
1403	790	1759
1899	590	309
2594	498	2503
1946	637	406
932	663	1802
1852	579	1261
2574	656	1843
1590	525	2719
2246	1082	1973
2043	879	2584
2585	202	1282
1100	763	357
2060	754	2616
3044	501	1783
2028	790	2422
1594	641	1923
2969	917	436
980	923	1702
1669	959	2658
2612	692	1878
2607	413	388
1563	732	1939
2540	425	2315
1271	579	269
3179	670	2418
3084	535	1752
1531	722	1860
2975	690	379
2217	786	2583
550	793	2447
1860	652	473
2655	594	2597
2598	968	1831
1995	679	1875
1683	882	2733
1408	736	2411
2714	835	2063
686	727	349
2288	601	1011
2397	578	417
2062	720	398
2570	395	424
1728	861	2714
2070	737	258
2219	645	1740
2673	487	1776
2757	497	530
2679	744	2607
2052	736	1842
1675	870	2825
1182	434	1105
704	619	1875
2159	641	643
1643	779	2663
1131	862	1849
1963	666	2460
1632	754	2251
2630	765	1723
1479	536	2646
2051	760	2434
2565	572	1683
1931	608	1807
997	810	1951
1548	760	451
2615	316	2487
3075	752	1781
2848	460	1975
904	774	409
1904	656	1573
2680	682	373
876	486	939
2688	694	2557
794	604	1759
2065	684	2310
908	784	402
1913	719	2866
2608	615	2508
1326	751	1335
1944	666	428
1877	654	251
739	716	496
2681	434	1801
785	813	1732
2103	513	2471
1358	555	372
3301	765	2026
3209	236	568
2697	324	1934
2574	702	2445
460	488	424
1613	710	2736
1542	758	2519
1838	765	1152
3107	796	1566
811	640	2516
2049	636	440
2159	804	2387
1863	866	1935
2637	887	2464
2558	734	1783
2164	683	2588
3217	376	380
2668	727	458
607	446	342
948	741	2380
1613	794	1802
3112	797	2554
1371	641	338
1101	698	730
2550	738	2397
2735	379	413
2028	674	2108
2636	926	1908
1538	672	409
864	817	394
683	543	2289
886	689	552
1472	561	462
2728	376	2491
1701	573	1982
1963	761	2340
1444	629	477
3221	630	542
2126	672	1933
2973	830	1504
688	635	485
2726	849	1722
2004	638	1532
1010	847	1132
667	487	376
1221	393	2377
721	653	2524
2733	149	1896
2046	723	1885
2034	569	1901
897	800	2515
1383	636	331
1432	749	2018
727	646	2525
883	719	2573
2487	597	2406
967	807	316
866	661	2536
1836	525	2373
2007	689	470
2506	812	1418
2469	782	1492
2806	527	2618
2775	400	470
726	570	2423
1539	742	2561
2022	809	1682
690	549	331
2260	527	357
2007	630	2298
2174	752	560
503	704	2348
1591	584	470
2241	636	1932
1982	828	424
1977	684	2304
1958	387	1672
2764	437	1888
2049	919	1798
2602	958	477
2653	892	439
2549	738	488
777	716	335
1863	790	2088
2069	702	1906
2300	552	1903
2220	593	2066
1984	553	2417
3049	291	477
1596	594	2635
2420	473	388
660	548	455
921	770	1822
3122	834	2415
744	659	1694
1958	665	2404
2183	747	2513
556	743	2476
432	513	1663
830	523	291
2048	634	1913
883	585	409
753	637	2421
2526	640	2418
2186	807	2646
1729	951	2734
1862	796	2211
2228	806	406
970	904	1933
1473	789	2538
1946	784	1765
1979	694	2493
2592	178	2356
701	497	1791
1027	823	443
635	574	503
1812	739	327
3149	805	2508
1398	676	394
903	677	2395
914	603	1810
1916	574	571
1947	559	458
2641	539	443
479	791	398
613	721	582
2538	779	1741
1041	934	2605
2670	385	2507
720	676	2673
1338	659	2347
1515	738	1769
2203	671	530
2656	477	1935
645	703	533
1931	821	611
1423	756	413
2753	480	1854
1942	606	1749
1916	602	417
2588	601	357
2156	705	1991
524	650	2545
2539	1028	1948
632	515	2403
2196	657	2054
1529	762	1497
601	658	1507
699	670	458
1525	804	492
1585	733	421
2062	488	443
1480	894	1957
3246	397	1702
1732	616	2646
2159	663	1702
2059	635	1622
433	651	2043
2918	821	2309
2022	644	518
2377	413	413
3069	348	2360
1253	777	324
2206	881	2487
1570	767	1505
2083	806	2459
1654	602	2682
2613	309	383
944	834	2738
2057	679	372
1981	681	428
2575	545	1844
1601	530	1821
3130	726	618
2656	763	1961
1514	859	1933
2100	449	2423
761	494	2430
662	476	316
1271	546	2399
1553	621	2619
1968	594	2321
1569	848	2091
2242	535	2578
2021	840	368
1515	721	1908
2792	411	1980
2718	475	466
1388	671	2466
833	904	2568
1169	576	1001
3218	989	1855
920	938	1971
2081	813	2496
2048	435	2260
2655	883	436
1514	792	1955
1696	874	2168
3081	873	1770
1160	644	2565
884	649	1970
473	530	294
1325	633	2578
1529	617	1831
2637	945	2393
1520	776	458
871	836	1898
1385	746	458
712	546	1730
1980	440	530
1507	444	2507
2733	618	607
1438	780	574
904	756	436
1494	749	2438
1475	880	593
2009	771	1802
1784	649	654
2547	290	439
2132	752	417
1954	616	2434
2377	691	488
2002	521	1755
1535	463	2580
2508	706	473
605	480	1543
1859	375	349
795	615	488
1288	596	1844
2114	586	349
1791	846	2769
2655	1065	1619
1320	635	1608
3089	988	2383
629	780	1359
456	825	1599
1948	808	2389
543	708	2504
2668	860	1710
1551	660	2556
2958	904	1996
1490	805	2470
1287	534	273
2070	680	1834
1764	676	424
2087	857	413
3033	486	2404
3233	181	1975
1418	737	266
1371	641	357
3094	548	2462
1588	889	511
1665	660	2802
3053	664	1752
1421	682	266
2028	648	428
2677	361	398
2177	919	2502
1686	739	2094
2006	573	1743
1556	765	2532
894	907	1928
660	710	1695
1501	736	1963
769	598	436
2027	666	1852
710	801	1928
794	702	515
1521	744	1796
2138	604	589
1647	621	582
2533	770	586
3066	721	1705
1032	938	563
3430	801	2672
776	687	2314
1951	727	2456
3050	858	1713
847	695	361
1561	748	2609
565	661	443
755	735	2458
2546	766	1709
2043	607	2373
2350	696	2598
2548	876	2101
3092	327	1622
2060	847	1854
841	746	409
1524	685	1664
2026	841	2508
698	702	398
2008	718	2424
2497	631	1598
776	660	1933
958	674	2546
1744	819	470
1424	775	1858
2447	497	349
3070	969	452
1431	707	1652
1556	791	1750
2103	557	1921
700	628	481
2647	887	586
2068	489	394
1673	677	335
2971	921	1143
2564	758	1772
2107	744	2233
568	528	406
2196	241	2447
1331	699	1833
3104	666	2371
2179	662	353
2459	736	357
1588	808	1881
2628	921	2392
3000	363	534
718	797	1351
1582	749	2532
3053	469	402
1387	619	607
3217	542	1907
2554	997	1768
1320	696	387
3238	752	1935
2723	297	1877
2481	394	515
1606	836	432
2568	782	2459
2987	549	2223
2016	703	567
549	749	537
1735	791	2625
2471	462	432
981	753	1964
2271	459	2403
1490	726	1747
860	786	470
560	827	2469
2202	737	503
2541	552	563
2004	786	1981
2190	449	466
1994	709	2464
2323	787	1880
2043	787	1930
814	791	902
721	733	409
2672	763	515
3030	863	1721
2646	606	2497
888	743	2533
2027	841	1928
2612	522	2493
887	659	413
1577	652	248
2549	373	507
2681	681	2539
1341	679	507
2024	473	436
469	632	383
920	647	473
1318	549	335
3032	435	379
1412	609	2398
2239	459	2576
2002	577	1916
2993	312	377
1250	637	447
2173	836	2653
488	739	2049
2783	355	1834
743	730	1629
2610	553	346
1607	823	2775
1956	682	2381
1513	660	515
1089	683	1857
1916	523	530
2607	210	1790
1549	396	2503
2165	355	258
2557	877	2443
1442	558	2494
1967	750	2457
1554	691	447
2637	680	216
1522	671	387
1526	700	2652
3138	881	2495
713	823	545
1447	783	2570
1974	501	625
1505	760	2509
587	563	324
514	667	526
2518	605	481
560	658	2409
1524	792	428
841	748	2433
2022	845	1883
2165	578	2548
808	750	477
2615	755	2469
885	772	470
2178	868	2584
2571	621	1863
764	598	481
1261	789	2115
1472	831	1902
1635	854	2077
2886	1039	1395
863	940	1814
1250	674	364
3203	650	512
696	492	2498
2149	321	2383
3102	1054	571
1663	753	1915
2621	521	1797
404	776	1917
1702	939	3057
1547	719	1806
2470	739	424
537	760	409
742	677	1869
2039	801	2607
2724	267	1963
2465	688	2064
615	676	391
914	632	1748
1990	542	406
1425	633	507
1648	653	2568
1839	765	2784
2660	696	2488
1649	652	2561
2517	732	2492
1072	912	1591
759	725	1854
3013	1114	1552
1432	439	428
1995	486	2548
1401	558	409
1913	643	1905
2157	788	2594
1793	629	462
1659	744	2658
550	642	1702
1483	523	1918
2176	750	2671
565	659	2442
2596	624	406
1527	818	447
1358	641	530
1398	736	342
2155	711	1989
741	585	342
849	797	556
2648	565	1851
2164	800	1925
1626	801	485
1454	704	2504
2315	699	1810
1540	819	462
1399	801	563
1480	766	541
3347	353	1998
2187	453	1944
2716	243	1581
2140	555	530
671	788	2512
679	763	443
2729	113	2485
824	557	477
1411	787	1743
731	720	1814
1469	612	327
2640	876	1857
1443	656	2259
761	652	1612
3069	825	248
3126	581	206
2603	368	451
2319	439	2529
1983	748	1800
1604	607	1918
839	709	1814
1454	626	2440
835	760	443
2251	708	2555
1923	804	2357
1360	562	2451
1998	775	349
2615	810	2380
3125	802	1830
828	938	1962
2123	580	515
2519	687	439
662	611	1766
2687	852	2022
1936	558	1655
2785	955	2652
632	826	1840
2059	599	379
2105	728	342
1832	575	1022
849	773	1643
1145	766	428
2726	779	1883
3012	524	2318
1912	591	2280
2558	359	1755
1477	611	2540
2684	901	2622
661	533	309
428	508	361
3106	928	474
2604	447	2423
741	606	574
1594	740	1754
1805	858	1794
801	636	2461
1996	397	2298
2587	645	2526
2637	512	455
3113	487	347
2686	871	600
2089	604	346
651	728	2410
764	515	1740
2598	776	485
2452	669	2335
1502	745	1723
735	749	1776
3137	467	2479
2127	547	413
1451	540	477
2007	489	2439
1723	536	1776
2158	748	2423
2180	695	2557
1560	647	357
756	602	1806
1741	692	2630
604	594	324
2014	599	1875
2002	676	1808
924	777	1937
2102	786	1913
1370	669	2511
2162	624	583
2623	719	548
2465	627	1702
2042	612	2512
2640	1020	2538
1908	592	470
3117	481	1838
1982	594	466
2622	352	503
2173	724	2627
3233	1055	1940
1409	728	1543
2490	830	2414
498	716	1691
2318	829	2016
2660	923	2428
2112	704	1794
2576	510	361
1054	1025	2612
633	804	1777
1937	599	451
2626	279	473
2699	781	2581
1727	694	2800
2745	1036	2003
1629	816	1983
1557	572	2677
1287	631	417
3104	818	1650
2500	762	432
815	705	1680
2360	900	2281
2495	725	473
2724	153	406
2674	738	398
929	855	2661
2517	752	1967
2546	846	2466
1683	509	2625
3003	824	455
3028	881	2381
2067	788	462
1905	660	372
2092	741	1921
2337	485	2054
1391	749	394
758	746	1791
2011	679	1731
3178	532	2470
1894	680	2398
3047	429	1722
3095	411	2439
970	969	1656
936	881	1958
3071	800	471
2056	682	462
2491	909	2384
1670	707	466
2497	567	1561
1739	845	2169
2738	500	2545
1285	610	402
2091	496	1813
3016	1040	1740
458	586	500
1779	613	2870
804	741	462
2473	874	2293
776	778	537
2495	823	2362
2130	277	1928
887	853	2495
905	657	2510
919	802	2560
1476	741	2470
1479	809	604
802	748	1832
1078	669	2404
1499	719	485
567	675	2030
901	681	488
3065	592	516
1701	764	548
967	819	2036
1539	638	2550
1968	643	2381
959	707	541
2016	580	1780
641	578	541
2498	738	500
2105	615	607
3139	390	462
2586	719	582
1660	784	2644
2570	820	1829
1526	870	462
2589	699	1780
784	661	1448
1692	811	2636
833	842	485
738	746	436
1770	879	2783
543	773	447
2731	314	432
1046	938	1770
2047	561	2556
1665	777	2782
2192	835	1988
2657	913	2431
2730	934	1985
1164	634	1840
1610	805	1793
3050	819	1718
1920	738	1771
1164	692	1109
2050	411	1654
2209	597	488
746	755	1892
652	726	2355
2095	758	1827
1615	900	2598
906	954	1974
2387	632	2317
603	599	276
555	587	2436
3034	1026	2473
759	737	1708
2605	529	338
3149	298	2542
724	760	1798
1640	643	2575
2395	894	439
872	885	1597
1171	603	241
834	677	1922
1963	746	443
1491	688	436
1996	667	2433
1776	792	2807
1648	738	273
1506	740	372
862	600	2329
2166	581	2284
2078	945	2321
833	803	2665
2629	843	2454
742	892	2026
697	653	1835
646	776	2525
2099	547	1534
2525	380	327
1947	793	2445
1543	503	1617
1975	729	1795
1462	847	2492
2079	833	1916
2799	621	1975
1485	913	1686
2125	649	376
1093	495	1389
552	674	349
646	658	2461
441	595	1860
949	663	1902
1647	757	2665
593	552	353
2031	1076	2154
1988	705	1871
1944	554	1713
1639	734	383
749	714	1694
1000	768	503
1892	508	496
2641	657	1669
1981	769	1684
2116	867	2056
1189	661	376
2723	209	422
2504	886	2394
845	727	2642
865	756	424
2377	368	391
1860	672	2099
2063	529	548
2672	963	2560
565	646	496
2645	571	515
2601	573	1859
1159	670	335
1953	609	533
2298	795	2762
2648	180	1677
1873	645	1300
1987	773	451
470	635	2442
3240	498	531
2738	919	473
872	929	488
2471	535	2383
1538	582	522
2015	600	1719
2126	752	1767
594	502	665
2280	664	2056
1668	630	1034
1419	707	1748
901	828	1725
3043	1025	2439
2732	546	2472
774	874	2454
2321	903	1807
1703	869	2664
2067	738	443
2050	658	1812
2348	568	2589
1254	637	335
568	730	1373
2550	762	1749
804	651	2336
1453	729	2439
518	711	2640
2204	699	2010
2127	611	2351
3006	913	2412
1350	608	294
835	737	432
1948	703	1864
2958	836	1937
701	526	1638
1986	812	2312
1729	674	1157
2518	943	1774
3056	374	1545
1948	422	2324
774	742	1843
1971	671	2425
2189	732	1781
1503	582	361
956	622	2641
1577	892	1990
565	504	2378
805	642	2197
615	676	567
770	811	571
845	749	593
693	677	545
3006	481	458
830	670	1864
2253	514	1860
1505	668	1794
1711	873	2748
1590	738	1808
3132	446	2461
3165	953	2066
711	735	1905
3096	870	1857
2978	684	500
1526	630	2497
1305	581	466
625	759	574
1351	749	455
2518	710	611
3328	451	508
1609	677	1911
3087	1096	2523
2522	513	2256
2036	743	2453
1404	541	335
3157	708	1817
1378	631	1759
1916	807	1647
3012	890	1665
571	762	1930
662	719	1031
687	666	2490
2236	657	2619
1441	713	473
2103	840	488
1968	496	346
2065	611	552
2549	786	2188
3131	676	1882
3262	852	1908
1632	694	2627
2473	495	372
2510	563	309
2040	783	2531
2663	782	2573
856	736	2436
1992	493	376
1051	747	2636
2479	880	2399
2812	576	2001
2578	804	1802
1607	713	2628
1774	723	2825
3098	115	2433
1430	725	1867
1934	554	485
2484	727	1754
2426	480	2247
1863	634	1331
2672	623	2499
2707	953	2593
2652	636	1803
3117	350	2367
2509	656	398
1417	588	383
2636	572	1917
1606	689	1921
2496	403	1147
931	724	2558
2787	978	2725
672	551	387
3062	781	2416
1985	662	604
2003	840	2564
3012	530	2302
3115	809	451
1697	827	2686
1005	719	522
2148	928	1980
3145	1006	478
2201	748	2064
2027	752	2445
2503	484	1402
756	698	439
1098	694	376
937	716	541
3152	876	1919
871	561	2721
2161	885	1766
2107	747	2489
2644	914	1900
1481	646	458
2182	437	368
2375	995	2880
2767	763	1983
1378	689	522
2024	663	1822
2691	751	496
2166	951	2098
710	648	1708
2531	839	443
3157	888	633
1470	824	2517
882	659	496
2992	837	1681
3105	530	402
1631	570	1987
758	471	1857
3074	826	2438
535	565	439
1514	904	1808
758	519	2310
1294	745	346
2055	842	327
3345	978	2732
1671	724	2669
2025	809	2447
725	651	1984
2113	648	556
2667	809	1970
1500	605	507
2566	610	545
3070	950	467
2643	730	2365
2827	876	1759
3242	949	1930
858	844	2485
2558	585	552
2361	677	1856
2488	648	1740
2035	800	2572
2048	700	1807
1396	614	394
2013	624	507
1020	834	331
2597	547	488
2508	602	1321
2146	574	432
995	791	2632
1157	774	447
3008	1047	2351
623	574	2480
2959	706	2206
719	715	2565
1976	841	2317
2088	601	1608
2089	965	313
569	742	436
1430	678	284
1544	672	2698
2058	792	1874
1406	636	470
3104	1040	2491
1183	647	335
833	750	2547
887	772	1711
2539	353	2398
2102	690	1966
2487	529	361
2670	612	1882
2642	973	1933
1842	548	1629
2001	578	376
2037	635	1913
957	727	1680
2107	733	473
1582	736	1501
2150	501	1814
2117	663	409
1906	720	2322
3138	925	2386
3197	504	1789
1544	800	2646
591	745	1895
2525	403	557
3332	882	2636
1559	729	537
710	487	451
1383	604	462
1939	809	1810
2137	718	2499
1710	856	2027
1942	365	287
993	605	1843
1212	779	302
1405	635	1798
932	873	2527
1400	690	1713
1479	714	485
2062	762	2485
2277	673	2468
703	584	2019
1437	800	488
1085	968	2683
793	757	488
882	687	2451
2583	883	406
2649	365	1808
2160	789	556
3026	614	530
846	980	1977
1677	872	2683
2696	835	1871
1999	820	1868
1372	776	485
3169	636	1881
2742	340	473
1016	812	2124
620	736	485
1832	795	2790
1953	490	376
3224	782	2535
2352	732	447
1630	865	1875
1591	686	2676
2524	613	1777
755	597	2377
1980	692	563
729	625	458
1333	722	548
2110	727	432
2801	604	276
1675	564	2733
2011	463	406
1994	607	2521
856	834	1851
1350	735	477
1561	938	2724
2042	785	2350
1968	766	421
1523	788	1924
1690	741	1867
829	905	1874
1903	563	503
